plan_name_hgarb,Name,FY,market_return_from_valuation,admin_expense_pct,market_return_from_acfr
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2002,-7.30E-02,NA,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2003,6.50E-02,6.19E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2004,0.134,7.97E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2005,0.08,7.54E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2006,0.09,7.56E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2007,0.179,5.97E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2008,-4.90E-02,6.69E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2009,-0.2085,9.83E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2010,0.1291,9.82E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2011,0.217,7.80E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2012,2.27E-02,7.98E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2013,0.1299,8.36E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2014,0.1712,7.13E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2015,4.60E-02,6.88E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2016,2.02E-02,7.67E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2017,0.1193,8.17E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2018,8.90E-02,7.21E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2019,5.65E-02,6.44E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2020,2.73E-02,6.94E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2021,0.278,6.10E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2022,-4.18E-02,7.05E-04,NA
Montana Public Employees’ Retirement System,Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan,2023,8.35E-02,7.68E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2001,NA,5.09E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2002,NA,5.92E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2003,NA,7.16E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2004,NA,5.96E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2005,NA,5.22E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2006,NA,5.68E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2007,NA,5.25E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2008,NA,5.95E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2009,NA,9.20E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2010,NA,7.61E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2011,NA,6.90E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2012,NA,6.68E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2013,NA,6.59E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2014,NA,5.98E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2015,NA,5.79E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2016,NA,5.95E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2017,NA,5.59E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2018,NA,5.94E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2019,NA,6.53E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2020,NA,7.24E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2021,NA,6.54E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2022,NA,6.21E-04,NA
New York State & Local Employees' Retirement System,New York State & Local Employees Retirement System,2023,NA,8.72E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2001,NA,4.96E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2002,NA,5.83E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2003,NA,5.63E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2004,NA,4.64E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2005,NA,4.44E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2006,NA,4.52E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2007,NA,4.21E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2008,NA,4.90E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2009,NA,7.49E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2010,NA,6.57E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2011,NA,6.07E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2012,NA,5.86E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2013,NA,5.55E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2014,NA,4.96E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2015,NA,4.89E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2016,NA,4.97E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2017,NA,4.46E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2018,NA,4.96E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2019,NA,5.29E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2020,NA,5.79E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2021,NA,5.28E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2022,NA,4.65E-04,NA
New York State & Local Police & Fire Retirement System,New York State & Local Police & Fire Retirement System,2023,NA,5.70E-04,NA
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2001,-0.111,5.28E-04,-0.111
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2002,-8.80E-02,9.69E-04,-8.80E-02
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2003,2.70E-02,7.05E-04,2.70E-02
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2004,0.153,3.74E-04,0.153
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2005,9.60E-02,7.14E-04,9.60E-02
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2006,0.12,6.36E-04,0.12
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2007,0.167,5.95E-04,0.167
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2008,-0.06,6.94E-04,-0.06
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2009,-0.177,1.22E-03,-0.177
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2010,0.177,1.40E-03,0.177
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2011,0.19,1.19E-03,0.19
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2012,1.60E-02,1.26E-03,1.60E-02
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2013,0.108,1.08E-03,0.108
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2014,0.142,1.46E-03,0.142
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2015,3.70E-02,9.22E-04,3.70E-02
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2016,3.10E-02,8.38E-04,3.10E-02
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2017,0.118,7.87E-04,0.118
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2018,7.20E-02,7.64E-04,7.20E-02
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2019,8.10E-02,6.89E-04,8.10E-02
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2020,-6.00E-03,8.36E-04,-6.00E-03
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2021,0.3,7.39E-04,0.3
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2022,-2.10E-02,8.35E-04,-2.10E-02
STATE OF NEW MEXICO EDUCATIONAL RETIREMENT BOARD,New Mexico Educational Retirement Board,2023,6.70E-02,7.72E-04,6.70E-02
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2001,0.1016,2.66E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2002,5.49E-02,2.65E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2003,3.01E-02,2.64E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2004,3.75E-02,2.29E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2005,8.40E-02,3.27E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2006,9.29E-02,3.01E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2007,0.1178,2.93E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2008,7.24E-02,2.99E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2009,-1.19E-02,3.25E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2010,0.1589,3.03E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2011,0.2246,2.82E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2012,-8.60E-03,2.97E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2013,0.1283,2.85E-03,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2014,0.1692,7.16E-04,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2015,1.77E-02,6.93E-04,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2016,3.40E-03,7.78E-04,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2017,0.1106,7.77E-04,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2018,6.92E-02,8.33E-04,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2019,6.28E-02,8.76E-04,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2020,-1.47E-02,9.75E-04,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2021,0.2647,7.15E-04,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2022,-4.30E-02,9.79E-04,NA
Public Employees Retirement Association Of New Mexico (PERA),New Mexico Public Employees Retirement Association,2023,5.60E-02,9.39E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2001,-4.47E-02,7.89E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2002,-6.94E-02,9.08E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2003,5.19E-02,9.46E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2004,0.1665,7.61E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2005,0.1417,7.24E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2006,0.1204,6.33E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2007,0.1963,5.72E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2008,-5.21E-02,6.15E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2009,-0.2405,9.26E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2010,0.1325,8.00E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2011,0.2109,9.93E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2012,-2.00E-03,1.04E-03,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2013,0.1341,1.02E-03,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2014,0.1615,9.20E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2015,3.57E-02,9.70E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2016,NA,1.05E-03,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2017,NA,9.56E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2018,NA,8.33E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2019,5.41E-02,8.17E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2020,3.29E-02,8.65E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2021,0.27,6.50E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2022,-6.53E-02,6.44E-04,NA
North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,2023,7.83E-02,6.95E-04,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2001,NA,1.91E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2002,-0.08,2.40E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2003,0.01,2.49E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2004,0.151,2.14E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2005,0.1,1.96E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2006,0.12,1.77E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2007,0.188,1.51E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2008,-6.50E-02,1.66E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2009,-0.229,2.20E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2010,0.127,1.97E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2011,0.19,1.78E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2012,-5.00E-03,1.87E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2013,0.124,1.72E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2014,0.167,1.54E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2015,3.20E-02,1.52E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2016,6.00E-03,1.77E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2017,0.1288,1.81E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2018,8.96E-02,1.91E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2019,5.67E-02,2.22E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2020,2.67E-02,1.97E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2021,0.2783,7.23E-04,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2022,-2.04E-02,1.29E-03,NA
SCHOOL EMPLOYEES RETIREMENT SYSTEM OF OHIO,Ohio School Employees Retirement System,2023,6.63E-02,1.77E-03,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2001,NA,1.37E-03,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2002,NA,1.56E-03,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2003,NA,1.54E-03,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2004,0.1721,1.22E-03,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2005,0.119,1.05E-03,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2006,0.1351,1.02E-03,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2007,0.2064,8.23E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2008,-5.55E-02,8.90E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2009,-0.2197,1.17E-03,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2010,0.1348,1.10E-03,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2011,0.2252,9.33E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2012,1.69E-02,9.54E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2013,0.135,9.06E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2014,0.165,8.47E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2015,5.20E-02,8.56E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2016,4.00E-03,9.97E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2017,0.141,8.80E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2018,9.50E-02,8.55E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2019,6.60E-02,8.62E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2020,3.62E-02,8.99E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2021,0.2904,7.31E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2022,-5.40E-02,8.14E-04,NA
STATE TEACHERS RETIREMENT SYSTEM OF OHIO,Ohio State Teachers Retirement System,2023,8.43E-02,8.78E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2001,-5.30E-02,1.09E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2002,-5.60E-02,1.45E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2003,3.50E-02,1.63E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2004,0.15,1.69E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2005,8.70E-02,1.46E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2006,0.11,1.47E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2007,0.173,1.38E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2008,-2.40E-02,1.73E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2009,-0.164,1.75E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2010,0.117,1.53E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2011,0.183,9.45E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2012,5.00E-03,1.09E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2013,0.125,1.04E-03,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2014,0.15,8.32E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2015,3.40E-02,8.60E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2016,-9.00E-03,8.32E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2017,0.111,7.09E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2018,8.60E-02,6.71E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2019,4.10E-02,7.14E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2020,2.20E-02,7.60E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2021,0.3,6.02E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2022,-6.10E-02,7.18E-04,NA
Oklahoma Police Pension and Retirement System,Oklahoma Police Pension and Retirement System,2023,3.70E-02,7.12E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2001,-0.06,5.87E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2002,-5.30E-02,7.13E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2003,5.40E-02,6.86E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2004,0.14,6.81E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2005,0.103,6.55E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2006,7.90E-02,6.95E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2007,0.163,6.86E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2008,-4.20E-02,7.31E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2009,-0.154,8.90E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2010,0.139,7.89E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2011,0.215,6.84E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2012,2.20E-02,6.98E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2013,0.1195,6.20E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2014,0.1794,5.49E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2015,3.12E-02,6.00E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2016,1.80E-03,6.40E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2017,0.126,5.65E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2018,8.40E-02,5.32E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2019,0.06,5.59E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2020,4.50E-02,5.67E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2021,0.278,4.37E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2022,-0.147,5.67E-04,NA
Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System,2023,0.108,5.98E-04,NA
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2001,-2.30E-02,6.06E-04,-2.30E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2002,-5.40E-02,7.21E-04,-5.40E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2003,4.80E-02,7.14E-04,4.80E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2004,0.202,5.78E-04,0.202
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2005,0.1,5.82E-04,0.1
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2006,9.40E-02,5.63E-04,9.40E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2007,0.18,4.90E-04,0.18
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2008,-7.50E-02,5.55E-04,-7.50E-02
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2009,-0.162,7.22E-04,-0.162
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2010,0.161,5.96E-04,0.161
Teachers' Retirement System of Oklahoma,Oklahoma Teachers Retirement System,2011,0.227,4.67E-04,0.227
